path,filename,modified_time,time_col,lat_col,lon_col,channel_col,channel_min,channel_max,cable_col,cable_values,n_rows_window,n_matched_ais,csv_time_min,csv_time_max,median_km,mean_km,p90_km,min_km
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-21 14:09:12,time_utc,est_lat,est_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-21 14:09:12,time_utc,est_lat,est_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-21 14:09:12,time_utc,est_lat,est_ship_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-21 14:09:12,time_utc,est_ship_lat,est_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimated_ship_track_offcable_diagnostics_v12.csv,estimated_ship_track_offcable_diagnostics_v12.csv,2026-06-21 14:09:10,time_utc,est_ship_lat,est_ship_lon,est_channel,14164.0,14273.0,est_cable_lat,45.172517,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-19 15:07:18,time_utc,est_ship_lat,est_ship_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-19 15:07:18,time_utc,est_lat,est_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-19 15:07:18,time_utc,est_lat,est_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-19 15:07:18,time_utc,est_lat,est_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-19 15:07:18,time_utc,est_lat,est_ship_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-19 15:07:18,time_utc,est_ship_lat,est_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_diagnostics_v12.csv,estimated_ship_track_offcable_diagnostics_v12.csv,2026-06-19 15:07:16,time_utc,est_ship_lat,est_ship_lon,est_channel,14164.0,14273.0,est_cable_lat,45.172517,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.18449371065091247,0.25590027265394477,0.5079055658981804,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,est_ship_lat,est_ship_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,est_lat,est_ship_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,est_ship_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,est_ship_lat,est_ship_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,est_lat,est_ship_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,est_ship_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18520899457974255,0.25372615756962014,0.5166023621992727,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_ship_lat,est_ship_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_lat,est_ship_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_ship_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,est_ship_lat,est_ship_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,est_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,est_lat,est_ship_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,est_ship_lat,est_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18521206640431884,0.2537273379891453,0.5166113325682561,0.07037084404786435
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,ais_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18972118899702825,0.2613486627555062,0.5360976217045129,0.07059047116704098
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,ais_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18972118899702825,0.2613486627555062,0.5360976217045129,0.07059047116704098
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,ais_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18972118899702825,0.2613486627555062,0.5360976217045129,0.07059047116704098
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,ais_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.18972118899702825,0.2613486627555062,0.5360976217045129,0.07059047116704098
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimated_ship_track_offcable_diagnostics_v12.csv,estimated_ship_track_offcable_diagnostics_v12.csv,2026-06-18 15:20:12,time_utc,est_ship_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable_lat,45.172517,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.1903331750478355,0.2647978810840301,0.5243865906642188,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimated_ship_track_offcable_v12.csv,estimated_ship_track_offcable_v12.csv,2026-06-18 15:20:12,time_utc,est_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.1903331750478355,0.2647978810840301,0.5243865906642188,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimated_ship_track_offcable_v12.csv,estimated_ship_track_offcable_v12.csv,2026-06-18 15:20:12,time_utc,est_ship_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.1903331750478355,0.2647978810840301,0.5243865906642188,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimated_ship_track_offcable_diagnostics_v12.csv,estimated_ship_track_offcable_diagnostics_v12.csv,2026-06-13 20:47:28,time_utc,est_ship_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable_lat,45.172517,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.1903331750478355,0.2647978810840301,0.5243865906642188,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimated_ship_track_offcable_v12.csv,estimated_ship_track_offcable_v12.csv,2026-06-13 20:47:28,time_utc,est_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.1903331750478355,0.2647978810840301,0.5243865906642188,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimated_ship_track_offcable_v12.csv,estimated_ship_track_offcable_v12.csv,2026-06-13 20:47:28,time_utc,est_ship_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.1903331750478355,0.2647978810840301,0.5243865906642188,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-21 14:09:12,time_utc,est_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.19033569965057454,0.26479887827440646,0.524388885380575,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-21 14:09:12,time_utc,est_ship_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.19033569965057454,0.26479887827440646,0.524388885380575,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimated_ship_track_offcable_diagnostics_v12.csv,estimated_ship_track_offcable_diagnostics_v12.csv,2026-06-21 14:09:10,time_utc,est_ship_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable_lat,45.172517,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.19033569965057454,0.26479887827440646,0.524388885380575,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-19 15:07:18,time_utc,est_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.19033569965057454,0.26479887827440646,0.524388885380575,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_v15_3d.csv,estimated_ship_track_offcable_v15_3d.csv,2026-06-19 15:07:18,time_utc,est_ship_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable,south,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.19033569965057454,0.26479887827440646,0.524388885380575,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimated_ship_track_offcable_diagnostics_v12.csv,estimated_ship_track_offcable_diagnostics_v12.csv,2026-06-19 15:07:16,time_utc,est_ship_lat,est_cable_lon,est_channel,14164.0,14273.0,est_cable_lat,45.172517,10304,10304,2021-11-01 17:48:10.339000+00:00,2021-11-01 18:16:40.839000+00:00,0.19033569965057454,0.26479887827440646,0.524388885380575,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,est_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19114949392855762,0.2625059334154228,0.5325148015224833,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260618_120347\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-18 15:20:14,time_utc,est_ship_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19114949392855762,0.2625059334154228,0.5325148015224833,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,est_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19114949392855762,0.2625059334154228,0.5325148015224833,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260613_172525\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 20:47:30,time_utc,est_ship_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19114949392855762,0.2625059334154228,0.5325148015224833,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19115228290532035,0.26250698846230164,0.5325226103804437,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_ship_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19115228290532035,0.26250698846230164,0.5325226103804437,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,est_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19115228290532035,0.26250698846230164,0.5325226103804437,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260619_114653\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-19 15:07:20,time_utc,est_ship_lat,est_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19115228290532035,0.26250698846230164,0.5325226103804437,0.07232573836875858
D:\DAS\_ship_position_estimation_from_das\run_20260613_114709\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-13 15:15:20,time_utc,ais_lat,est_lon,est_channel,13650.0,14279.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.19134752107246722,0.40518574151691716,0.9632747212576247,0.0007839025485303136
D:\DAS\_ship_position_estimation_from_das_noais\run_20260613_222353\tables\estimate_vs_ais_groundtruth_evaluation_only.csv,estimate_vs_ais_groundtruth_evaluation_only.csv,2026-06-14 02:16:58,time_utc,ais_lat,gt_cable_lon,est_channel,4482.0,5173.0,est_cable,south,3036,3036,2021-11-01 17:51:25.339000+00:00,2021-11-01 18:00:10.839000+00:00,0.22363454767566773,0.22136425121764816,0.2855304983508524,0.10321145045261093
D:\DAS\_ship_position_estimation_from_das_noais_3d\run_20260618_140657\tables\ais_matched_evaluation_3d.csv,ais_matched_evaluation_3d.csv,2026-06-18 17:49:16,time_utc,ais_lat,ais_lon,est_channel,4382.0,5171.0,est_cable,south,3036,3036,2021-11-01 17:51:25.339000+00:00,2021-11-01 18:00:10.839000+00:00,0.22525120197074383,0.2159469551516172,0.2830025328878284,0.0866354131225793
D:\DAS\_ship_position_estimation_from_das_noais_3d\run_20260618_124039\tables\ais_matched_evaluation_3d.csv,ais_matched_evaluation_3d.csv,2026-06-18 16:24:26,time_utc,ais_lat,ais_lon,est_channel,4382.0,5171.0,est_cable,south,3036,3036,2021-11-01 17:51:25.339000+00:00,2021-11-01 18:00:10.839000+00:00,0.22525120197074383,0.2159469551516172,0.2830025328878284,0.0866354131225793
D:\DAS\_ship_position_estimation_from_das_noais\run_20260613_222353\tables\estimate_vs_ais_groundtruth_evaluation_only.csv,estimate_vs_ais_groundtruth_evaluation_only.csv,2026-06-14 02:16:58,time_utc,ais_lat,ais_lon,est_channel,4482.0,5173.0,est_cable,south,3036,3036,2021-11-01 17:51:25.339000+00:00,2021-11-01 18:00:10.839000+00:00,0.22525120197074383,0.21594695515187912,0.2830025328878284,0.0866354131225793
D:\DAS\_ship_position_estimation_from_das\run_20260621_104743\tables\estimate_vs_groundtruth_joined.csv,estimate_vs_groundtruth_joined.csv,2026-06-21 14:09:16,time_utc,est_cable_lat,gt_cable_lon,est_channel,14176.0,14257.0,est_cable,south,7844,7844,2021-11-01 17:51:30.339000+00:00,2021-11-01 18:12:48.839000+00:00,0.2281199584424016,0.31654422034363777,0.6560246573292615,0.03904438960612432
